feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,280.0,145,4316.181640625,0,341540.84375,0,0
price_percentile,33843.0,0,15.966873168945312,33,5703.39453125,59,0
price_per_duration,29823.0,1,11.343524932861328,64,5237.68408203125,66,1
total_num_transfers_rank,239.0,149,2070.50390625,1,237458.765625,1,1
legs0_num_transfers_rank,143.0,154,857.4849853515625,2,158405.40625,2,2
price_per_duration_rank,28754.0,2,10.09383773803711,79,3431.484130859375,94,2
price_from_median_zscore,28425.0,3,15.295923233032227,34,4604.65625,74,3
legs0_is_min_transfers,249.0,147,695.9938354492188,3,141816.65625,3,3
legs1_is_min_transfers,104.0,156,233.32760620117188,6,102989.3359375,4,4
legs1_num_transfers_rank,169.0,152,317.98052978515625,4,74083.5234375,7,4
legs0_segments0_flightNumber,27993.0,4,8.51834487915039,131,3186.036865234375,98,4
has_access_tp,821.0,131,56.918582916259766,10,88090.15625,5,5
legs0_arrivalAt_hour,25661.0,5,9.33416748046875,98,3634.93310546875,92,5
free_exchange,466.0,140,294.8016357421875,5,49541.9296875,8,5
legs0_departureAt_hour,25260.0,6,9.655383110046387,86,4955.54052734375,70,6
pricingInfo_isAccessTP,1647.0,112,61.953529357910156,8,82333.734375,6,6
price_per_tax,25053.0,7,8.641051292419434,123,1719.91845703125,154,7
is_major_carrier,659.0,134,72.7735824584961,7,11194.5615234375,29,7
totalPrice_rank,23615.0,8,12.964051246643066,48,4441.9541015625,76,8
isAccess3D,1084.0,124,16.267099380493164,31,37771.92578125,9,9
price_per_fee_rank,23313.0,9,8.62772274017334,124,1858.62255859375,148,9
legs0_segments0_cabinClass,293.0,144,61.07966613769531,9,31455.357421875,10,9
days_before_departure,23061.0,10,8.225860595703125,144,2740.438720703125,113,10
price_per_fee,22951.0,11,12.248663902282715,52,5943.0771484375,55,11
legs0_weighted_mean_cabin,499.0,139,56.69054412841797,11,24443.267578125,12,11
legs0_segments0_operatingCarrier_code_in_ff,819.0,132,9.782642364501953,82,31223.529296875,11,11
price_minus_fee_rank,22630.0,12,9.094428062438965,109,2161.123046875,134,12
total_duration_fastest,1502.0,115,46.89815139770508,12,9294.400390625,34,12
legs0_max_duration_cabin,308.0,143,32.40272903442383,20,21834.85546875,13,13
log_price,22418.0,13,8.553254127502441,128,2035.5662841796875,140,13
has_fees,170.0,151,46.230648040771484,13,19256.783203125,14,13
free_cancel,563.0,137,40.24338150024414,14,8696.76953125,39,14
all_view_diff_mean,19934.0,14,9.322931289672852,99,3279.06298828125,97,14
legs1_max_duration_cabin,97.0,157,8.271239280700684,143,18985.150390625,15,15
price_minus_fee,19856.0,15,9.078889846801758,110,2549.706298828125,117,15
legs0_segments1_duration_rank,1388.0,117,39.16630554199219,15,5885.29736328125,57,15
companyID_loo_mean_legs0_arrivalAt_hour,19381.0,16,9.261226654052734,102,2563.41748046875,115,16
both_legs_carrier_all_same,601.0,136,22.625991821289062,21,18638.806640625,16,16
legs0_segments0_baggageAllowance_quantity,3405.0,88,36.1204833984375,16,18261.740234375,17,16
legs0_duration_fastest,1309.0,118,35.459007263183594,17,4783.56005859375,73,17
group_size,19291.0,17,8.759283065795898,119,2823.948974609375,109,17
leg0_view_diff_mean,18937.0,18,8.767120361328125,118,3942.720458984375,86,18
legs1_segments0_cabinClass,85.0,158,7.620006561279297,156,17711.232421875,18,18
legs0_mean_cabin,655.0,135,34.710357666015625,18,13275.208984375,24,18
companyID_loo_mean_legs0_departureAt_hour,17765.0,19,9.198058128356934,106,2837.827880859375,107,19
total_weighted_mean_cabin,1033.0,125,33.34563064575195,19,16798.2265625,19,19
miniRules1_monetaryAmount,2949.0,95,18.992441177368164,26,16149.869140625,20,20
duration_ratio,17292.0,20,8.342442512512207,140,3090.08935546875,99,20
has_baggage,858.0,129,19.978012084960938,25,14162.3857421875,21,21
tax_rate,16566.0,21,8.535613059997559,129,2500.7490234375,121,21
isVip,1659.0,111,22.009849548339844,22,8721.9033203125,38,22
legs1_weighted_mean_cabin,273.0,146,9.396425247192383,94,14130.2041015625,22,22
companyID_loo_mean_totalPrice,16451.0,22,11.269317626953125,66,3724.12646484375,90,22
legs1_departureAt_day_period,2521.0,103,12.607871055603027,51,13732.611328125,23,23
total_num_transfers,245.0,148,21.601070404052734,23,4219.91357421875,81,23
companyID_loo_mean_legs1_arrivalAt_hour,16315.0,23,9.275529861450195,100,2513.086669921875,119,23
companyID_loo_mean_total_num_transfers,15976.0,24,8.562463760375977,127,1893.8140869140625,146,24
total_fees,4232.0,80,20.829343795776367,24,8755.9560546875,37,24
legs1_departureAt_hour,11321.0,42,11.7618989944458,59,12816.7626953125,25,25
companyID_loo_mean_taxes,15909.0,25,9.778274536132812,83,2020.6497802734375,141,25
legs0_segments0_marketingCarrier_code_in_ff,327.0,142,9.517067909240723,90,12161.2490234375,26,26
companyID_loo_mean_cabin_class,15821.0,26,10.40577507019043,75,2694.38720703125,114,26
