feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
all_matched_duration_sum_rank,2360.0,86,7.3241987228393555,106,2252.90771484375,87,86
legs0_segments1_duration,2122.0,96,7.0466108322143555,121,2213.4072265625,89,89
all_matched_duration_sum,2305.0,89,7.213517665863037,112,1661.5635986328125,121,89
legs1_segments1_aircraft_code,540.0,139,6.166403770446777,157,2194.461669921875,90,90
legs1_segments0_departureFrom_airport_city_iata,1800.0,101,7.568603515625,90,1535.0758056640625,132,90
legs0_segments0_departureFrom_airport_iata,2297.0,90,7.075107097625732,118,1555.6912841796875,128,90
legs1_segments0_departureFrom_airport_iata,2185.0,95,7.330070972442627,105,2176.9384765625,92,92
legs1_arrivalTo_airport_code,2214.0,93,7.501417636871338,93,1908.2210693359375,105,93
legs1_arrivalAt_weekday,2034.0,97,6.874510765075684,130,2155.527099609375,95,95
legs0_segments0_departureFrom_airport_city_iata,1993.0,98,6.82567834854126,136,1543.3443603515625,130,98
legs0_segments1_aircraft_code,1315.0,112,6.258413314819336,154,2136.29443359375,98,98
legs1_matched_duration_sum_rank,856.0,127,6.280407428741455,153,2120.3701171875,99,99
legs1_segments0_duration_rank,1858.0,100,6.794088840484619,139,1206.934326171875,153,100
legs0_departureFrom_airport_iata,1059.0,120,6.810610294342041,138,2115.3310546875,100,100
leg1_flight_view_count_rank,1334.0,111,7.176020622253418,114,1976.0557861328125,101,101
legs1_matched_duration_sum,1403.0,110,7.256187438964844,110,1975.582275390625,102,102
legs1_duration_rank,1579.0,105,6.757692337036133,140,1795.1929931640625,112,105
legs0_arrivalAt_business_time,1453.0,107,6.419829845428467,151,859.1683349609375,157,107
legs0_segments1_key_view_count,1416.0,109,6.813554286956787,137,1856.72509765625,107,107
legs1_arrivalAt_business_time,951.0,125,7.299234867095947,108,1374.4625244140625,139,108
legs0_departureAt_is_weekend,452.0,143,7.187708377838135,113,1788.5333251953125,114,113
legs1_departureFrom_airport_city_iata,897.0,126,7.038452625274658,123,1742.7991943359375,116,116
legs1_departureFrom_airport_code,545.0,138,7.027987003326416,124,1649.07470703125,122,122
