feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,224.0,55,2761.525146484375,0,220994.625,0,0
legs0_segments0_flightNumber,14380.0,0,9.630852699279785,40,10699.6298828125,15,0
total_num_transfers_rank,174.0,57,766.9925537109375,1,106983.9453125,1,1
price_per_duration,14166.0,1,12.338651657104492,24,5535.1767578125,36,1
price_rank_times_duration_rank,13336.0,2,14.326284408569336,19,5528.81884765625,37,2
legs0_num_transfers_rank,290.0,53,184.7116241455078,2,44425.55078125,4,2
pricingInfo_isAccessTP,196.0,56,28.142789840698242,6,73925.6484375,2,2
duration_percentile,13257.0,3,9.201024055480957,46,4475.40185546875,41,3
has_access_tp,1199.0,44,44.191986083984375,3,64786.08984375,3,3
companyID,12859.0,4,9.577430725097656,41,4033.90087890625,47,4
legs0_segments0_baggageAllowance_quantity,1870.0,40,36.87690353393555,4,17546.509765625,7,4
price_per_tax,12753.0,5,8.466695785522461,49,3214.696044921875,54,5
legs0_mean_cabin,125.0,58,34.84225845336914,5,27255.408203125,5,5
both_legs_carrier_all_same,443.0,49,23.676681518554688,9,17811.986328125,6,6
price_percentile,12124.0,6,9.6348876953125,39,11254.765625,12,6
legs0_departureAt_hour,11890.0,7,9.743813514709473,37,5832.19970703125,33,7
has_baggage,665.0,46,25.534072875976562,7,8430.7900390625,20,7
is_popular_route,339.0,51,25.508256912231445,8,10644.1728515625,16,8
corporateTariffCode,6726.0,28,13.821486473083496,21,13916.037109375,8,8
days_before_departure,11731.0,8,7.616354465484619,56,3090.56787109375,57,8
legs0_arrivalAt_hour,11268.0,9,9.277606964111328,44,4233.28466796875,44,9
duration_minus_group_mean,7835.0,23,16.66049575805664,16,12786.0908203125,9,9
price_minus_group_mean,5024.0,36,22.81839370727539,10,7039.95068359375,23,10
total_fees,3814.0,37,18.692867279052734,14,12270.3564453125,10,10
price_from_median_zscore,11033.0,10,9.554144859313965,42,3256.1396484375,52,10
price_per_fee,10812.0,11,14.859811782836914,17,6629.01123046875,24,11
legs1_mean_cabin,248.0,54,6.835684776306152,59,12108.294921875,11,11
legs0_weighted_mean_cabin,305.0,52,21.570369720458984,11,9370.7373046875,18,11
duration_ratio_group_max,10507.0,12,10.174826622009277,35,3225.286376953125,53,12
isVip,492.0,48,20.893213272094727,12,4133.97900390625,46,12
total_weighted_mean_cabin,660.0,47,20.132579803466797,13,10427.0859375,17,13
price_ratio_group_max,10482.0,13,7.401655197143555,57,3164.54248046875,56,13
log_price_times_isVip,1973.0,39,11.636651039123535,29,11066.1171875,13,13
price_per_duration_rank,9683.0,14,9.938502311706543,36,4267.00830078125,43,14
legs1_departureAt_hour,6500.0,29,11.583312034606934,30,10866.4169921875,14,14
price_per_fee_rank,9327.0,15,8.411698341369629,50,3019.681884765625,58,15
baggage_total,1048.0,45,17.042043685913086,15,5550.99365234375,35,15
log_duration_times_rank,9270.0,16,8.158501625061035,53,3269.5498046875,51,16
log_price_times_rank,8819.0,17,9.659533500671387,38,4272.73193359375,42,17
log_price_times_ratio,7900.0,22,14.504470825195312,18,6041.3564453125,31,18
duration_ratio,8491.0,18,8.39622974395752,51,5900.74853515625,32,18
log_price,8242.0,19,9.241507530212402,45,3835.115966796875,49,19
legs1_weighted_mean_cabin,53.0,59,11.729729652404785,27,9122.8076171875,19,19
totalPrice_rank,5733.0,33,13.902438163757324,20,6186.77978515625,28,20
price_minus_fee_rank,8185.0,20,7.689571857452393,54,2934.534912109375,59,20
log_duration_minus_group_mean,8179.0,21,11.666738510131836,28,3904.634521484375,48,21
legs1_segments0_operatingCarrier_code,1243.0,42,10.509891510009766,33,7508.748046875,21,21
log_price_dev_times_cabin,5835.0,32,13.295135498046875,22,5368.12109375,38,22
legs1_main_carrier,361.0,50,11.515989303588867,31,7082.4404296875,22,22
legs1_arrivalAt_day_period,1212.0,43,12.80963134765625,23,6098.07763671875,29,23
price_ratio_times_duration_ratio,7623.0,24,7.658514499664307,55,4147.71875,45,24
legs0_segments0_seatsAvailable,5450.0,34,6.868207931518555,58,6481.10986328125,25,25
duration_ratio_group_mean,7342.0,25,10.252503395080566,34,5016.12890625,39,25
price_dev_times_cabin,5958.0,31,12.17798900604248,25,3193.517578125,55,25
price_ratio_group_mean,5438.0,35,8.365091323852539,52,6434.70849609375,26,26
legs1_segments0_flightNumber,7280.0,26,8.942516326904297,48,5662.33447265625,34,26
legs1_segments0_marketingCarrier_code,1612.0,41,12.067842483520508,26,6042.47412109375,30,26
price_minus_fee,7139.0,27,9.129858016967773,47,3274.22998046875,50,27
baggage_total_rank,2615.0,38,11.33382797241211,32,6419.99169921875,27,27
legs1_arrivalAt_hour,6155.0,30,9.464795112609863,43,4801.31640625,40,30
