feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
price_percentile,34092.0,0,16.238922119140625,29,5530.2353515625,53,0
total_is_min_transfers,312.0,107,2575.578125,0,320381.0625,0,0
total_num_transfers_rank,251.0,111,2573.0556640625,1,191893.25,1,1
price_per_duration,33274.0,1,12.085511207580566,48,4708.79931640625,64,1
legs0_is_min_transfers,256.0,110,1386.2362060546875,2,134444.328125,3,2
legs0_num_transfers_rank,151.0,114,1249.28857421875,3,143408.171875,2,2
price_from_median_zscore,32836.0,2,14.207206726074219,35,4372.77001953125,67,2
legs0_segments0_flightNumber,32464.0,3,8.430978775024414,106,3083.856201171875,80,3
legs1_num_transfers_rank,224.0,112,265.9042663574219,4,74864.9375,5,4
price_per_duration_rank,31241.0,4,9.093667030334473,85,3014.99267578125,83,4
has_access_tp,980.0,96,53.207332611083984,12,81791.2734375,4,4
price_per_fee,27468.0,5,12.356249809265137,46,4882.7294921875,60,5
free_exchange,469.0,105,189.87112426757812,5,44029.73828125,9,5
legs1_is_min_transfers,129.0,116,93.4862060546875,6,50596.10546875,8,6
pricingInfo_isAccessTP,1677.0,87,61.501434326171875,9,73329.46875,6,6
price_per_tax,27467.0,6,8.320527076721191,110,1709.8585205078125,119,6
free_cancel,697.0,101,72.28834533691406,7,10125.2080078125,28,7
legs0_departureAt_hour,27126.0,7,9.817479133605957,73,4762.02294921875,62,7
legs0_segments0_operatingCarrier_code_in_ff,1322.0,91,15.320350646972656,31,56135.96484375,7,7
is_major_carrier,736.0,100,62.5208740234375,8,9596.4677734375,30,8
price_per_fee_rank,26998.0,8,8.747513771057129,95,1988.760986328125,110,8
days_before_departure,26926.0,9,8.130496978759766,115,2352.15869140625,99,9
legs0_segments0_cabinClass,287.0,108,55.69349670410156,11,32036.404296875,10,10
total_duration_fastest,1509.0,89,61.02854919433594,10,8676.0546875,34,10
legs0_arrivalAt_hour,26864.0,10,9.17302417755127,82,3553.6044921875,76,10
isAccess3D,1120.0,94,16.160127639770508,30,28568.50390625,11,11
price_minus_fee_rank,25598.0,11,8.60072135925293,99,2064.451171875,107,11
totalPrice_rank,25178.0,12,12.67763614654541,43,4722.20751953125,63,12
legs1_segments0_cabinClass,80.0,119,10.0913667678833,69,23616.857421875,12,12
