feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,372.0,93,3159.166015625,0,317869.75,0,0
price_percentile,38794.0,0,15.44614028930664,28,5266.984375,44,0
legs0_is_min_transfers,303.0,95,1923.3560791015625,1,237851.859375,1,1
price_per_duration,38081.0,1,11.37479305267334,48,4326.2099609375,54,1
legs1_is_min_transfers,314.0,94,364.6831970214844,2,110357.515625,3,2
price_per_tax,36245.0,2,8.425434112548828,91,2220.84814453125,87,2
pricingInfo_isAccessTP,1186.0,83,99.3422622680664,5,152227.03125,2,2
both_legs_direct,453.0,91,233.0816192626953,3,25056.93359375,7,3
price_from_median_zscore,35651.0,3,14.588899612426758,31,4532.76953125,49,3
price_per_fee,33339.0,4,11.72862434387207,45,4588.546875,48,4
free_exchange,537.0,90,202.9264373779297,4,39312.921875,4,4
legs0_segments0_flightNumber,33172.0,5,8.537749290466309,86,3139.991943359375,72,5
legs1_arrivalAt_day_period,4428.0,64,18.382722854614258,21,29074.513671875,5,5
legs0_weighted_mean_cabin,1752.0,75,42.842071533203125,8,26299.689453125,6,6
price_per_duration_rank,32949.0,6,9.924756050109863,65,3795.6533203125,60,6
total_duration_fastest,1631.0,76,58.897064208984375,6,7923.77392578125,24,6
is_major_carrier,836.0,86,58.34573745727539,7,9303.9375,22,7
legs0_arrivalAt_hour,31035.0,7,9.390543937683105,70,3813.09423828125,59,7
isAccess3D,1521.0,79,15.088041305541992,29,23358.974609375,8,8
days_before_departure,29608.0,8,8.099677085876465,97,2281.81494140625,85,8
legs1_departureAt_day_period,4698.0,61,14.553972244262695,32,21026.12109375,9,9
price_minus_fee_rank,27871.0,9,8.372666358947754,92,2128.25537109375,89,9
legs0_segments0_baggageAllowance_quantity,4678.0,62,34.756996154785156,9,16424.375,11,9
price_per_fee_rank,27477.0,10,8.512676239013672,87,1810.8876953125,99,10
legs1_weighted_mean_cabin,552.0,89,18.981775283813477,20,20747.783203125,10,10
legs0_segments0_baggageAllowance_weightMeasurementType,160.0,97,30.869403839111328,10,9982.724609375,19,10
legs0_departureAt_hour,27184.0,11,9.7869234085083,66,5514.83447265625,39,11
free_cancel,796.0,88,29.93795394897461,11,6894.85888671875,29,11
has_fees,411.0,92,26.65945053100586,12,11922.236328125,17,12
totalPrice_rank,26560.0,12,11.905858039855957,42,4118.5693359375,57,12
both_legs_carrier_all_same,882.0,85,20.23541831970215,17,15624.546875,12,12
has_baggage,1553.0,78,19.48914337158203,18,13016.1767578125,13,13
legs0_duration_fastest,1502.0,80,24.73296546936035,13,3415.059326171875,65,13
leg0_view_diff_mean,24861.0,13,9.02767276763916,77,3362.072021484375,67,13
isVip,2106.0,73,20.654211044311523,14,8687.01171875,23,14
group_size,24409.0,14,9.223152160644531,74,2646.8046875,78,14
is_max_duration_cabin_same,200.0,96,13.318268775939941,37,12975.5439453125,14,14
miniRules1_monetaryAmount,4118.0,66,18.075742721557617,23,12658.39453125,15,15
all_view_diff_mean,22669.0,15,9.123981475830078,76,3547.133056640625,63,15
legs1_segments1_baggageAllowance_weightMeasurementType,39.0,100,20.394344329833984,15,1878.4906005859375,97,15
companyID_loo_mean_legs0_departureAt_hour,21227.0,16,9.482418060302734,67,2640.981201171875,79,16
legs0_segments1_baggageAllowance_quantity,1186.0,84,20.343948364257812,16,5854.42236328125,37,16
legs1_departureAt_business_time,2767.0,72,12.721776962280273,38,12574.5224609375,16,16
companyID_loo_mean_legs0_arrivalAt_hour,20968.0,17,9.014416694641113,78,2532.24951171875,82,17
companyID_loo_mean_legs1_arrivalAt_hour,20939.0,18,9.182743072509766,75,3006.088623046875,73,18
corporateTariffCode,11119.0,45,10.649283409118652,55,10413.439453125,18,18
companyID_loo_mean_totalPrice,19846.0,19,10.435754776000977,56,3272.3876953125,70,19
is_cheapest,1198.0,82,19.14504051208496,19,7358.9951171875,26,19
legs1_main_carrier,2836.0,71,11.512974739074707,47,9855.41015625,20,20
duration_ratio,19629.0,20,8.43753719329834,90,3369.515625,66,20
companyID_loo_mean_taxes,19084.0,21,9.330887794494629,73,1931.041259765625,95,21
