feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,407.0,82,2965.4169921875,0,318339.34375,0,0
price_per_duration,53706.0,0,10.807173728942871,47,3915.66259765625,60,0
legs0_is_min_transfers,417.0,81,1015.2462768554688,1,161945.296875,1,1
price_per_fee,48006.0,1,10.546398162841797,53,4132.1943359375,58,1
pricingInfo_isAccessTP,1156.0,70,95.55526733398438,5,155344.859375,2,2
legs1_is_min_transfers,316.0,84,424.3042907714844,2,105424.4296875,3,2
price_percentile,47350.0,2,13.301136016845703,32,4424.02685546875,51,2
both_legs_direct,589.0,78,201.9317626953125,3,24246.861328125,7,3
price_from_median_zscore,47222.0,3,14.46388053894043,26,4049.388916015625,59,3
price_per_fee_rank,40941.0,4,7.875948905944824,88,2089.812255859375,87,4
free_exchange,627.0,76,143.24191284179688,4,37422.375,4,4
price_minus_fee_rank,40280.0,5,8.317241668701172,81,2203.520263671875,85,5
legs0_weighted_mean_cabin,1954.0,64,37.939002990722656,9,28865.892578125,5,5
legs0_segments0_flightNumber,39135.0,6,8.21357250213623,85,3485.407958984375,66,6
isAccess3D,1687.0,66,14.316838264465332,28,25256.21484375,6,6
free_cancel,999.0,72,54.48700714111328,6,7028.5,26,6
total_duration_fastest,2722.0,57,50.901100158691406,7,6366.7451171875,33,7
totalPrice_rank,38781.0,7,10.769440650939941,49,3798.712158203125,62,7
companyID_loo_mean_cabin_class,36566.0,8,9.798282623291016,62,2786.867919921875,74,8
is_major_carrier,882.0,73,45.42154312133789,8,7927.216796875,22,8
legs1_arrivalAt_day_period,5786.0,42,14.287688255310059,29,20339.875,8,8
legs1_weighted_mean_cabin,835.0,75,15.814871788024902,22,16508.330078125,9,9
companyID_loo_mean_legs0_departureAt_hour,35552.0,9,8.741923332214355,77,2992.6142578125,70,9
legs0_departureAt_hour,35051.0,10,9.396634101867676,68,4478.12744140625,50,10
legs1_departureAt_day_period,6049.0,39,12.679494857788086,39,15393.19921875,10,10
legs0_segments0_baggageAllowance_weightMeasurementType,190.0,86,30.722286224365234,10,7650.78369140625,24,10
legs0_segments0_baggageAllowance_quantity,4993.0,47,23.759620666503906,13,13974.3291015625,11,11
legs0_arrivalAt_hour,34942.0,11,8.8551025390625,74,3532.810791015625,65,11
legs0_segments1_baggageAllowance_quantity,1470.0,68,30.718984603881836,11,5449.064453125,41,11
legs0_segments0_marketingCarrier_code_in_ff,2211.0,61,10.3933744430542,56,13000.3505859375,12,12
companyID_loo_mean_totalPrice,34626.0,12,9.924708366394043,61,3194.85546875,67,12
