feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,283.0,145,3468.4921875,0,332316.75,0,0
price_percentile,34722.0,0,15.666855812072754,36,5626.6552734375,57,0
price_per_duration,30885.0,1,11.255006790161133,60,4312.01806640625,76,1
total_num_transfers_rank,274.0,146,2382.85302734375,1,227379.921875,1,1
legs0_is_min_transfers,255.0,147,1168.4012451171875,3,157577.046875,2,2
legs0_num_transfers_rank,129.0,156,1235.4500732421875,2,128761.6171875,3,2
price_from_median_zscore,28925.0,2,17.908052444458008,30,4591.859375,72,2
legs0_segments0_flightNumber,27542.0,3,8.580650329589844,122,3501.465087890625,95,3
legs0_arrivalAt_hour,25420.0,4,9.423735618591309,98,3657.392822265625,93,4
free_exchange,426.0,139,279.08563232421875,4,56991.578125,8,4
pricingInfo_isAccessTP,1565.0,115,59.7691650390625,8,89180.0859375,4,4
legs1_num_transfers_rank,206.0,151,226.4927215576172,5,78103.6796875,5,5
legs0_departureAt_hour,25363.0,5,9.531341552734375,95,5103.38427734375,66,5
price_per_duration_rank,25335.0,6,9.546075820922852,94,4172.05908203125,80,6
legs1_is_min_transfers,83.0,157,190.13522338867188,6,70022.1015625,7,6
has_access_tp,912.0,130,68.73577880859375,7,77842.875,6,6
totalPrice_rank,24559.0,7,12.4814453125,46,4001.51953125,85,7
price_per_fee,23695.0,8,11.96557331085205,53,5756.6806640625,54,8
days_before_departure,23577.0,9,8.230639457702637,144,2710.06591796875,109,9
is_major_carrier,614.0,136,55.730812072753906,9,9513.970703125,30,9
legs0_segments0_cabinClass,286.0,144,54.530311584472656,10,40419.83984375,9,9
legs0_max_duration_cabin,317.0,142,37.84043884277344,15,35842.14453125,10,10
price_per_tax,23470.0,10,8.063490867614746,149,1743.7117919921875,152,10
total_duration_fastest,1431.0,117,52.92794418334961,11,10912.6728515625,28,11
price_per_fee_rank,22800.0,11,8.51664924621582,129,1900.578369140625,148,11
isAccess3D,999.0,125,19.030473709106445,28,30470.509765625,11,11
log_price,22613.0,12,8.744438171386719,117,2180.2783203125,133,12
legs0_mean_cabin,722.0,134,46.233726501464844,12,16065.748046875,20,12
legs1_segments0_cabinClass,50.0,159,9.25866413116455,103,26865.697265625,12,12
free_cancel,558.0,137,45.66513442993164,13,7933.03955078125,40,13
legs0_segments0_operatingCarrier_code_in_ff,978.0,128,10.201001167297363,83,26045.36328125,13,13
price_minus_fee_rank,21737.0,13,8.406803131103516,135,2064.241455078125,140,13
legs0_weighted_mean_cabin,409.0,140,40.56153869628906,14,20139.43359375,14,14
group_size,19654.0,14,8.528592109680176,128,2360.728271484375,127,14
price_minus_fee,19242.0,15,8.551389694213867,126,2616.867919921875,117,15
both_legs_carrier_all_same,623.0,135,23.46151351928711,20,19640.4453125,15,15
leg0_view_diff_mean,18644.0,16,8.961668014526367,109,4092.922607421875,82,16
has_fees,207.0,150,32.419342041015625,16,17002.44140625,18,16
legs1_max_duration_cabin,130.0,155,11.884925842285156,54,19153.560546875,16,16
total_weighted_mean_cabin,986.0,126,29.500408172607422,17,13436.5849609375,23,17
legs0_segments0_baggageAllowance_quantity,3335.0,90,29.066848754882812,18,17491.810546875,17,17
all_view_diff_mean,18354.0,17,8.858012199401855,112,3398.83935546875,98,17
tax_rate,17629.0,18,8.357978820800781,139,2334.085693359375,128,18
legs1_mean_cabin,166.0,153,9.356276512145996,99,16404.177734375,19,19
legs0_duration_fastest,1269.0,118,26.76069450378418,19,4135.4658203125,81,19
companyID_loo_mean_legs0_departureAt_hour,17394.0,19,9.65489673614502,90,2796.606201171875,108,19
companyID_loo_mean_legs0_arrivalAt_hour,17312.0,20,9.062106132507324,107,2674.1787109375,113,20
duration_ratio,16712.0,21,8.55528736114502,125,2936.27099609375,104,21
legs1_departureAt_day_period,2334.0,105,12.399894714355469,47,15875.5439453125,21,21
legs0_segments1_key_view_count_rank,1230.0,120,23.360177993774414,21,2697.9775390625,110,21
companyID_loo_mean_totalPrice,16702.0,22,11.317977905273438,59,3675.509521484375,92,22
total_fees,4024.0,81,22.902912139892578,22,7730.9052734375,41,22
miniRules1_monetaryAmount,3202.0,91,19.686859130859375,25,15861.453125,22,22
companyID_loo_mean_taxes,16092.0,23,9.834492683410645,87,1968.23779296875,144,23
isVip,1798.0,110,22.175214767456055,23,8994.0625,33,23
baggage_total,3057.0,94,21.519596099853516,24,9049.28125,32,24
companyID_loo_mean_legs1_departureAt_hour,16059.0,24,9.195882797241211,105,2615.915771484375,118,24
legs1_departureAt_hour,10485.0,48,12.332791328430176,48,13378.2138671875,24,24
companyID_loo_selected_count,15942.0,25,9.4324369430542,97,2854.70458984375,106,25
has_baggage,818.0,133,17.932321548461914,29,12053.8359375,25,25
companyID_total_occurrences,15604.0,26,9.292412757873535,101,2520.50390625,121,26
miniRules1_statusInfos,1220.0,121,19.389402389526367,26,7935.43701171875,39,26
legs0_duration,10987.0,45,14.668363571166992,38,11954.4765625,26,26
corporateTariffCode,10209.0,50,10.806540489196777,67,10964.0244140625,27,27
companyID_loo_mean_cabin_class,15480.0,27,10.389098167419434,77,2833.385986328125,107,27
baggage_total_rank,4699.0,74,19.198137283325195,27,6595.2802734375,52,27
