feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,250.0,166,4733.2216796875,0,368338.03125,0,0
price_percentile,33900.0,0,16.054712295532227,37,5693.53955078125,66,0
price_per_duration,28972.0,1,11.263040542602539,75,5622.41552734375,68,1
total_num_transfers_rank,267.0,164,1905.37353515625,1,208814.390625,1,1
legs0_num_transfers_rank,118.0,182,1030.1256103515625,2,194939.265625,2,2
price_from_median_zscore,28613.0,2,16.597049713134766,35,4692.94287109375,78,2
price_per_duration_rank,28380.0,3,10.091665267944336,91,3195.731689453125,108,3
legs0_is_min_transfers,260.0,165,633.4360961914062,3,143510.703125,3,3
legs1_is_min_transfers,98.0,186,212.55398559570312,6,94194.8125,4,4
legs0_segments0_flightNumber,27813.0,4,8.525067329406738,153,2881.2587890625,114,4
free_exchange,446.0,158,288.0726318359375,4,55504.625,8,4
legs1_num_transfers_rank,188.0,171,284.1261901855469,5,70012.140625,7,5
legs0_departureAt_hour,25522.0,5,9.65549087524414,105,5156.80224609375,75,5
has_access_tp,805.0,139,62.997318267822266,11,93116.7734375,5,5
pricingInfo_isAccessTP,1558.0,116,67.30718231201172,10,85066.1484375,6,6
legs0_arrivalAt_hour,25518.0,6,9.197455406188965,121,3656.939208984375,100,6
both_legs_direct,35.0,195,179.869140625,7,3711.428466796875,98,7
price_per_tax,25297.0,7,8.494778633117676,155,1741.8553466796875,172,7
totalPrice_rank,24217.0,8,12.52043342590332,56,4364.22021484375,86,8
is_major_carrier,650.0,146,71.91838836669922,8,11825.4140625,26,8
isAccess3D,1047.0,127,16.309452056884766,36,38626.95703125,9,9
price_per_fee_rank,23379.0,9,8.539344787597656,152,1941.9730224609375,163,9
legs0_segments0_cabinClass,250.0,167,68.54357147216797,9,36749.7265625,10,9
price_per_fee,23296.0,10,12.123069763183594,58,5923.2470703125,62,10
legs0_max_duration_cabin,287.0,162,31.410112380981445,21,30295.25,11,11
price_minus_fee_rank,22781.0,11,8.713489532470703,141,2189.02490234375,148,11
legs0_segments0_operatingCarrier_code_in_ff,841.0,137,10.084885597229004,92,29822.5234375,12,12
legs0_weighted_mean_cabin,499.0,157,57.905643463134766,12,22742.693359375,13,12
days_before_departure,22536.0,12,8.226543426513672,167,2794.587890625,122,12
