feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,224.0,69,3320.61083984375,0,251431.28125,0,0
price_per_duration,16147.0,0,11.098788261413574,36,4067.9306640625,53,0
price_from_median_zscore,16125.0,1,12.577876091003418,27,3649.3935546875,58,1
total_num_transfers_rank,152.0,72,452.2364807128906,1,91604.3046875,1,1
has_fees,18.0,79,133.11924743652344,3,78739.71875,2,2
legs0_num_transfers_rank,289.0,68,203.65167236328125,2,64333.96484375,3,2
companyID,16105.0,2,8.603086471557617,54,3071.994140625,65,2
price_per_duration_rank,14973.0,3,8.052586555480957,61,4246.33740234375,50,3
price_percentile,14925.0,4,15.763418197631836,23,11322.7158203125,20,4
has_access_tp,1318.0,52,46.57263946533203,6,63001.80078125,4,4
has_baggage,129.0,75,70.10601806640625,4,16695.220703125,15,4
pricingInfo_isAccessTP,218.0,70,40.8856086730957,8,59755.19140625,5,5
legs0_segments0_cabinClass,140.0,74,61.434669494628906,5,38232.45703125,6,5
days_before_departure,14153.0,5,6.598405361175537,75,2007.2174072265625,79,5
legs0_segments0_flightNumber,13548.0,6,8.748566627502441,52,8264.5341796875,25,6
legs0_max_duration_cabin,149.0,73,17.8172664642334,18,34256.12890625,7,7
price_per_tax,12582.0,7,7.092087745666504,70,2018.55859375,78,7
legs0_weighted_mean_cabin,126.0,76,44.51762390136719,7,25664.490234375,9,7
price_minus_fee_rank,12574.0,8,6.943682670593262,73,2501.703369140625,69,8
legs1_mean_cabin,62.0,78,11.590825080871582,33,32610.68359375,8,8
legs0_departureAt_hour,12491.0,9,9.552170753479004,44,5423.1396484375,38,9
both_legs_carrier_all_same,411.0,62,34.17185974121094,9,19294.771484375,12,9
price_per_fee_rank,12426.0,10,7.108219623565674,68,2459.679931640625,70,10
legs0_segments0_operatingCarrier_code_in_ff,757.0,57,8.546395301818848,56,23783.837890625,10,10
legs0_segments0_baggageAllowance_quantity,1828.0,48,32.060951232910156,10,18884.43359375,13,10
baggage_total,1529.0,51,26.767559051513672,11,7951.51123046875,28,11
legs1_max_duration_cabin,78.0,77,8.505230903625488,58,23383.021484375,11,11
legs0_arrivalAt_hour,11738.0,11,9.213567733764648,49,4167.814453125,52,11
price_per_fee,11341.0,12,15.585687637329102,24,5915.595703125,36,12
is_popular_route,472.0,60,26.011150360107422,12,17038.0078125,14,12
miniRules0_statusInfos,307.0,66,20.9288272857666,13,3720.47314453125,57,13
totalPrice_rank,11020.0,13,12.567103385925293,28,5002.94921875,44,13
log_price,9286.0,14,7.9036736488342285,62,6664.1953125,32,14
miniRules1_monetaryAmount,2004.0,47,20.36635971069336,14,12772.552734375,16,14
legs0_mean_cabin,368.0,64,19.86903190612793,15,6544.6982421875,33,15
duration_ratio,8854.0,15,8.181680679321289,60,3779.087646484375,56,15
price_minus_fee,8495.0,16,7.591663837432861,66,3947.87939453125,55,16
isVip,1062.0,55,19.517602920532227,16,7071.37060546875,30,16
total_weighted_mean_cabin,682.0,58,18.140592575073242,17,8999.4970703125,23,17
legs0_duration,6288.0,27,16.650341033935547,20,12139.1728515625,17,17
searchRoute,8086.0,17,8.385340690612793,59,2143.334716796875,76,17
taxes,7751.0,18,9.911559104919434,41,3372.10107421875,60,18
legs1_segments0_flightNumber,6718.0,20,8.754899978637695,51,11615.591796875,18,18
corporateTariffCode,7283.0,19,12.1436128616333,29,11374.5810546875,19,19
legs0_main_carrier,499.0,59,17.299537658691406,19,5201.64892578125,42,19
total_fees,2584.0,46,16.398662567138672,21,6510.70361328125,34,21
legs1_arrivalAt_hour,6713.0,21,9.34834098815918,46,4222.98876953125,51,21
legs1_departureAt_hour,6408.0,23,11.828474044799805,32,9489.919921875,21,21
total_duration_rank,6650.0,22,15.766705513000488,22,5256.87451171875,41,22
legs0_segments0_operatingCarrier_code,1664.0,50,11.270320892333984,34,9455.42578125,22,22
legs1_segments0_baggageAllowance_quantity,450.0,61,11.922506332397461,31,8523.2734375,24,24
unmatched_duration,6389.0,24,9.286164283752441,47,5614.98779296875,37,24
unmatched_duration_rank,5468.0,31,14.994926452636719,25,4706.68896484375,47,25
legs0_segments0_seatsAvailable,6367.0,25,5.821318626403809,78,2221.40087890625,74,25
is_cheapest,336.0,65,14.097445487976074,26,4807.734375,46,26
legs0_segments0_duration,6352.0,26,10.685471534729004,37,3361.48583984375,61,26
legs1_duration,3203.0,40,9.430471420288086,45,8249.0712890625,26,26
legs1_departureAt_day_period,382.0,63,9.758502006530762,43,8000.00927734375,27,27
days_between_departure_arrival,5912.0,28,10.148563385009766,39,4363.17578125,49,28
legs1_segments0_operatingCarrier_code,1159.0,54,9.988615989685059,40,7352.42431640625,29,29
total_duration,5886.0,29,9.26567554473877,48,2393.031982421875,71,29
baggage_total_rank,3114.0,42,12.114991188049316,30,5331.8701171875,39,30
legs0_segments0_aircraft_code,5634.0,30,7.7167253494262695,65,3285.3212890625,62,30
legs1_departureAt_business_time,911.0,56,9.767830848693848,42,6728.56640625,31,31
legs0_segments0_duration_rank,5057.0,32,7.077044486999512,71,2307.7529296875,72,32
tax_rate,4657.0,33,8.579776763916016,55,5154.6220703125,43,33
legs0_arrivalAt_weekday,4587.0,34,7.102659702301025,69,2632.366943359375,68,34
legs0_segments0_marketingCarrier_code,2795.0,44,11.204347610473633,35,4448.77001953125,48,35
legs1_main_carrier,1214.0,53,10.565017700195312,38,6165.43017578125,35,35
legs0_segments0_departureFrom_airport_iata,4440.0,35,8.740103721618652,53,3241.105712890625,63,35
legs0_departureAt_weekday,4372.0,36,7.059420585632324,72,2201.43212890625,75,36
legs0_duration_rank,3827.0,37,9.085573196411133,50,3047.75634765625,66,37
legs1_segments0_aircraft_code,3355.0,38,7.206841945648193,67,3532.61181640625,59,38
legs0_matched_duration_sum_rank,3246.0,39,7.752766132354736,64,5320.20556640625,40,39
legs1_segments0_seatsAvailable,3182.0,41,6.330453395843506,77,2063.36669921875,77,41
legs1_segments0_duration_rank,3074.0,43,6.34445333480835,76,2246.029541015625,73,43
total_fees_rank,2728.0,45,7.811420440673828,63,4056.387939453125,54,45
legs1_arrivalAt_day_period,301.0,67,6.7648749351501465,74,4837.08740234375,45,45
legs0_departureAt_business_time,1682.0,49,8.536093711853027,57,2703.21630859375,67,49
legs1_weighted_mean_cabin,171.0,71,3.9890172481536865,79,3187.5625,64,64
