feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
price_per_duration,50524.0,0,10.330552101135254,73,3812.02880859375,85,0
total_is_min_transfers,287.0,114,3137.574462890625,0,315788.15625,0,0
total_num_transfers_rank,309.0,110,1834.3021240234375,1,172267.1875,1,1
price_percentile,46557.0,1,13.531850814819336,48,4677.517578125,70,1
legs0_is_min_transfers,300.0,111,1030.0531005859375,2,143954.859375,2,2
price_per_fee,45328.0,2,9.883316040039062,82,4438.3623046875,77,2
price_from_median_zscore,43275.0,3,13.11407470703125,50,4462.75537109375,75,3
legs0_num_transfers_rank,190.0,120,740.600830078125,3,133174.5625,3,3
free_exchange,507.0,103,276.9941711425781,4,47360.71484375,8,4
pricingInfo_isAccessTP,1078.0,92,47.70428466796875,12,70366.8359375,4,4
price_minus_fee_rank,39044.0,4,8.738973617553711,104,2297.648681640625,116,4
has_access_tp,2083.0,74,50.689876556396484,8,68235.65625,5,5
price_per_fee_rank,37208.0,5,8.365663528442383,120,2114.55908203125,123,5
both_legs_direct,108.0,127,276.7763671875,5,14732.5732421875,19,5
legs1_is_min_transfers,239.0,117,125.537841796875,7,66222.46875,6,6
legs1_num_transfers_rank,146.0,123,183.22080993652344,6,65386.09765625,7,6
companyID_loo_mean_legs0_departureAt_hour,34507.0,6,9.061420440673828,96,2995.460693359375,97,6
legs0_segments0_flightNumber,33833.0,7,8.48079776763916,114,3600.80224609375,87,7
totalPrice_rank,33713.0,8,11.514028549194336,59,3979.632568359375,84,8
companyID_loo_mean_taxes,32833.0,9,9.297281265258789,91,2576.7021484375,108,9
legs0_all_segments_carrier_same,42.0,136,48.959205627441406,9,2765.894287109375,103,9
isAccess3D,1694.0,79,13.832914352416992,47,26701.208984375,9,9
legs0_mean_cabin,682.0,101,48.93779373168945,10,20470.78515625,11,10
legs0_segments0_cabinClass,534.0,102,43.92749786376953,13,25129.064453125,10,10
companyID_loo_mean_totalPrice,32620.0,10,9.988102912902832,78,3395.005615234375,91,10
companyID_loo_mean_cabin_class,30821.0,11,9.568597793579102,85,3059.55859375,95,11
is_major_carrier,810.0,97,47.9041633605957,11,7228.06982421875,41,11
legs0_weighted_mean_cabin,444.0,106,33.906829833984375,17,19400.087890625,12,12
legs0_arrivalAt_hour,30233.0,12,8.962098121643066,98,3425.8759765625,90,12
legs0_departureAt_hour,26625.0,13,9.132408142089844,95,4536.33935546875,72,13
legs1_weighted_mean_cabin,124.0,124,8.743947982788086,103,19346.2734375,13,13
all_flight_view_count,22140.0,14,10.083927154541016,77,3504.237060546875,89,14
has_fees,432.0,107,22.699398040771484,26,18731.111328125,14,14
legs0_segments1_key_view_count_rank,1971.0,75,42.9127197265625,14,4058.364013671875,82,14
legs1_segments0_cabinClass,163.0,122,8.67574405670166,109,16071.5556640625,15,15
taxes,21448.0,15,8.72866153717041,106,2357.776611328125,115,15
free_cancel,783.0,98,39.50118637084961,15,6933.70166015625,45,15
leg0_flight_view_count,20002.0,16,13.888962745666504,44,3600.822265625,86,16
total_num_transfers,181.0,121,35.589149475097656,16,5383.0302734375,60,16
legs1_mean_cabin,294.0,113,8.465815544128418,115,16057.853515625,16,16
legs1_max_duration_cabin,294.0,112,8.230549812316895,125,15579.423828125,17,17
unmatched_duration,19901.0,17,9.057684898376465,97,4143.59521484375,79,17
searchRoute,19542.0,18,8.130404472351074,126,2223.417236328125,118,18
legs0_segments1_marketingCarrier_code,1099.0,91,32.30204391479492,18,7261.44775390625,40,18
legs0_segments0_baggageAllowance_quantity,4073.0,54,30.244823455810547,19,15208.5380859375,18,18
total_duration,18239.0,19,10.248960494995117,75,3026.0205078125,96,19
legs0_max_duration_cabin,777.0,100,27.03788948059082,21,14413.146484375,20,20
