feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
total_is_min_transfers,247.0,86,2756.141357421875,0,211213.59375,0,0
price_from_median_zscore,15542.0,0,14.674842834472656,26,3755.317138671875,68,0
companyID,15503.0,1,8.549513816833496,67,3055.853271484375,82,1
total_num_transfers_rank,159.0,91,1130.2908935546875,1,124566.0234375,1,1
price_per_duration,14494.0,2,11.047736167907715,41,4129.2060546875,63,2
has_fees,14.0,99,132.74403381347656,2,65222.55078125,2,2
pricingInfo_isAccessTP,246.0,87,20.114316940307617,18,64993.8046875,3,3
price_per_duration_rank,13823.0,3,8.24624252319336,69,4429.4482421875,61,3
has_baggage,72.0,95,78.38427734375,3,10353.736328125,21,3
price_percentile,13661.0,4,16.35054588317871,21,13074.3955078125,17,4
has_access_tp,1285.0,66,52.13497543334961,4,62396.71875,4,4
days_before_departure,13357.0,5,6.6910400390625,91,2236.6494140625,92,5
legs0_num_transfers_rank,310.0,84,49.10423278808594,5,60349.8984375,5,5
legs0_weighted_mean_cabin,112.0,94,36.27925491333008,7,39953.5078125,6,6
legs0_segments0_baggageAllowance_quantity,1741.0,57,39.730064392089844,6,20503.357421875,13,6
price_minus_fee_rank,12755.0,6,6.658404350280762,92,2309.607421875,91,6
legs1_mean_cabin,35.0,97,11.220380783081055,37,35081.0625,7,7
legs0_segments0_flightNumber,12689.0,7,8.79732894897461,63,9593.4541015625,24,7
legs0_segments0_cabinClass,194.0,89,35.22331619262695,8,21640.861328125,12,8
price_per_tax,12005.0,8,6.608058929443359,93,1703.998779296875,96,8
legs1_segments0_cabinClass,15.0,98,6.914937496185303,85,35025.33203125,8,8
legs0_segments0_operatingCarrier_code_in_ff,437.0,76,10.286892890930176,45,33846.08203125,9,9
legs0_departureAt_hour,11457.0,9,9.435314178466797,55,5907.5888671875,41,9
both_legs_carrier_all_same,364.0,80,33.1674690246582,9,20193.525390625,14,9
legs0_arrivalAt_hour,11335.0,10,9.089550971984863,58,3960.390625,64,10
legs0_max_duration_cabin,129.0,93,15.312691688537598,24,32571.783203125,10,10
is_popular_route,470.0,75,28.836267471313477,10,16479.033203125,15,10
isAccess3D,261.0,85,12.747942924499512,31,23838.08984375,11,11
legs0_mean_cabin,330.0,81,27.709396362304688,11,7349.30517578125,30,11
price_per_fee_rank,11195.0,11,7.1434645652771,83,2634.2919921875,85,11
miniRules1_monetaryAmount,1786.0,56,23.760461807250977,12,15455.28515625,16,12
price_per_fee,10244.0,12,13.531407356262207,28,6102.72900390625,35,12
totalPrice_rank,9961.0,13,13.16693115234375,29,5108.8095703125,50,13
total_fees,2049.0,54,22.343708038330078,13,6197.875,34,13
log_price,9269.0,14,7.8989481925964355,74,6085.14990234375,38,14
isVip,951.0,70,22.153905868530273,14,8226.4375,28,14
duration_ratio,8304.0,15,8.056950569152832,70,3866.385498046875,65,15
total_weighted_mean_cabin,620.0,73,21.84089469909668,15,9846.3125,23,15
price_minus_fee,7701.0,16,7.723798751831055,76,3436.1171875,73,16
miniRules1_statusInfos,504.0,74,21.813241958618164,16,5435.7685546875,45,16
baggage_total,1368.0,65,20.47990608215332,17,8291.5888671875,27,17
searchRoute,7213.0,17,7.995877742767334,73,2005.66064453125,94,17
taxes,7127.0,18,9.476670265197754,54,3238.11669921875,77,18
legs0_duration,5890.0,22,16.274641036987305,22,12033.1806640625,18,18
legs1_departureAt_day_period,424.0,78,14.045876502990723,27,11837.0751953125,19,19
is_cheapest,316.0,83,18.04977798461914,19,4802.21142578125,54,19
corporateTariffCode,6979.0,19,12.177318572998047,33,10330.5087890625,22,19
legs1_segments0_flightNumber,6229.0,20,8.582833290100098,66,6035.10107421875,39,20
legs1_departureAt_hour,5881.0,23,11.155986785888672,38,10537.7802734375,20,20
total_duration_rank,5775.0,24,16.920047760009766,20,6299.43896484375,32,20
legs0_segments0_seatsAvailable,6061.0,21,5.753901958465576,98,4539.92333984375,60,21
miniRules0_statusInfos,233.0,88,15.406484603881836,23,2485.980224609375,87,23
legs1_max_duration_cabin,65.0,96,6.230111598968506,95,8834.1669921875,25,25
unmatched_duration_rank,4983.0,32,14.879698753356934,25,4672.63623046875,58,25
legs1_arrivalAt_hour,5752.0,25,9.534890174865723,53,4832.06494140625,53,25
legs0_segments0_aircraft_code,5563.0,26,7.724570274353027,75,3129.6484375,81,26
legs1_segments0_baggageAllowance_quantity,327.0,82,11.988409042358398,34,8538.62109375,26,26
legs0_segments0_duration,5351.0,27,10.713708877563477,43,3822.60546875,67,27
