feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
price_per_duration,21575.0,0,12.640565872192383,10,10532.7021484375,10,0
total_is_min_transfers,53.0,19,4730.7607421875,0,335038.9375,0,0
total_num_transfers_rank,512.0,16,1005.0735473632812,1,156829.09375,1,1
price_per_tax,20955.0,1,10.732370376586914,12,7214.65869140625,12,1
price_per_fee,20054.0,2,15.289275169372559,8,13893.9853515625,7,2
legs0_num_transfers_rank,403.0,17,104.15674591064453,2,28821.357421875,5,2
both_legs_carrier_all_same,1226.0,14,20.185565948486328,6,72564.703125,2,2
legs0_segments0_flightNumber,19662.0,3,11.146866798400879,11,12237.4384765625,9,3
has_access_tp,1591.0,13,32.57596206665039,3,59174.953125,4,3
pricingInfo_isAccessTP,288.0,18,27.1401309967041,4,69708.9375,3,3
companyID,18926.0,4,9.869658470153809,13,5183.2119140625,18,4
price_per_duration_rank,18690.0,5,9.660677909851074,15,7320.4521484375,11,5
legs0_mean_cabin,1101.0,15,26.88731575012207,5,28717.322265625,6,5
price_from_median_zscore,17851.0,6,13.830531120300293,9,7101.3544921875,13,6
price_percentile,16478.0,7,15.663862228393555,7,13808.1748046875,8,7
days_before_departure,14933.0,8,7.7084221839904785,19,4018.614501953125,19,8
price_per_fee_rank,14852.0,9,9.083612442016602,17,5722.36669921875,16,9
price_minus_fee_rank,14395.0,10,8.772296905517578,18,5279.18212890625,17,10
legs0_arrivalAt_hour,13306.0,11,9.708268165588379,14,5917.78564453125,15,11
legs0_departureAt_hour,12719.0,12,9.363736152648926,16,6662.93212890625,14,12
