feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
price_from_median_zscore,14027.0,0,15.139569282531738,25,4239.2119140625,63,0
total_is_min_transfers,235.0,88,2768.404541015625,0,248484.296875,0,0
total_num_transfers_rank,142.0,92,1211.2591552734375,1,146815.40625,1,1
companyID,13695.0,1,9.00969123840332,66,3211.4892578125,78,1
legs0_segments0_cabinClass,96.0,96,65.20484161376953,2,38558.828125,4,2
price_percentile,13354.0,2,16.546520233154297,22,11861.619140625,22,2
pricingInfo_isAccessTP,195.0,89,26.632678985595703,9,88977.171875,2,2
price_per_duration,13269.0,3,12.428374290466309,34,4120.755859375,66,3
has_access_tp,1189.0,72,59.17633056640625,3,70041.3046875,3,3
legs0_segments0_baggageAllowance_quantity,1547.0,66,38.727439880371094,4,21958.865234375,10,4
price_per_duration_rank,12376.0,4,8.490174293518066,71,4163.021484375,64,4
legs0_segments0_operatingCarrier_code_in_ff,424.0,79,11.657188415527344,40,36923.55859375,5,5
both_legs_carrier_all_same,279.0,84,34.036407470703125,5,16654.8671875,14,5
days_before_departure,12137.0,5,7.306441783905029,91,2239.09521484375,90,5
legs0_mean_cabin,288.0,82,32.77035903930664,6,12091.4833984375,19,6
legs0_segments0_flightNumber,11421.0,6,8.136066436767578,77,4242.68701171875,62,6
isAccess3D,257.0,87,14.527863502502441,26,34007.54296875,6,6
legs0_weighted_mean_cabin,104.0,94,31.708322525024414,7,28027.2265625,9,7
legs1_max_duration_cabin,49.0,98,8.131047248840332,78,32304.927734375,7,7
legs0_arrivalAt_hour,10700.0,7,9.582950592041016,60,4155.89892578125,65,7
has_baggage,95.0,97,29.65315055847168,8,15734.9609375,15,8
legs0_max_duration_cabin,134.0,93,18.11853790283203,17,31227.146484375,8,8
price_minus_fee_rank,10624.0,8,7.364098072052002,89,1960.461181640625,94,8
price_per_fee_rank,10566.0,9,7.160102844238281,93,2373.759521484375,87,9
price_per_tax,10483.0,10,7.3103179931640625,90,1865.025146484375,95,10
miniRules1_monetaryAmount,1706.0,65,25.812593460083008,10,18188.236328125,13,10
leg0_flight_view_count,3790.0,40,24.785078048706055,11,8077.13134765625,32,11
price_per_fee,10178.0,11,16.750751495361328,20,5057.63232421875,50,11
legs1_segments0_cabinClass,18.0,99,5.25065279006958,99,21037.365234375,11,11
leg1_view_diff_mean,3957.0,37,10.102750778198242,56,20630.482421875,12,12
total_weighted_mean_cabin,520.0,78,24.03548812866211,12,15652.640625,16,12
legs0_departureAt_hour,10059.0,12,10.37409782409668,53,5800.86474609375,41,12
isVip,973.0,73,22.388530731201172,13,7836.2119140625,33,13
totalPrice_rank,10058.0,13,11.143918991088867,43,4567.38818359375,57,13
log_price,7997.0,14,7.663366317749023,86,2858.021240234375,84,14
baggage_total,1214.0,70,21.533681869506836,14,8206.646484375,31,14
total_num_transfers,282.0,83,21.275938034057617,15,5068.88671875,49,15
leg0_view_diff_mean,7696.0,15,9.41073226928711,62,12063.59375,20,15
total_fees,1981.0,59,20.34254264831543,16,7804.7353515625,34,16
all_view_diff_mean,6798.0,16,8.229970932006836,75,6218.34619140625,39,16
legs0_duration,4558.0,28,16.738876342773438,21,13894.755859375,17,17
price_minus_fee,6652.0,17,8.146081924438477,76,3298.012939453125,76,17
legs1_segments0_operatingCarrier_code_in_ff,193.0,90,6.42499303817749,96,12471.2490234375,18,18
legs0_segments0_marketingCarrier_code,267.0,86,17.921337127685547,18,5605.72216796875,42,18
duration_ratio,6472.0,18,8.540202140808105,68,4812.861328125,54,18
unmatched_duration_rank,4536.0,30,16.95911407470703,19,5514.27880859375,44,19
corporateTariffCode,6098.0,19,13.485109329223633,29,11418.3369140625,23,19
legs1_segments0_flightNumber,5929.0,20,8.128399848937988,79,3975.795654296875,67,20
legs0_segments0_seatsAvailable,5883.0,21,6.058931827545166,98,2388.9873046875,86,21
legs1_segments0_key_view_count,2279.0,55,13.38329792022705,30,11919.1708984375,21,21
legs1_departureAt_hour,5647.0,22,12.965378761291504,32,10285.83203125,24,22
legs0_main_carrier,1916.0,61,16.413909912109375,23,6566.3759765625,37,23
legs1_arrivalAt_hour,5620.0,23,10.353165626525879,54,5234.91455078125,45,23
taxes,5460.0,24,9.68894100189209,59,3371.864501953125,74,24
total_duration_rank,4904.0,26,16.064538955688477,24,6219.28564453125,38,24
searchRoute,5186.0,25,9.2435302734375,63,2479.771240234375,85,25
legs1_departureAt_day_period,275.0,85,8.494833946228027,70,9899.544921875,25,25
legs0_segments0_operatingCarrier_code,1394.0,69,11.982940673828125,35,9802.703125,26,26
legs1_segments0_baggageAllowance_quantity,365.0,80,12.671701431274414,33,9410.560546875,27,27
unmatched_duration,4880.0,27,10.417183876037598,52,4885.09814453125,53,27
leg0_view_norm,2374.0,54,13.964576721191406,27,5096.46240234375,47,27
all_flight_view_count,4148.0,34,13.781423568725586,28,6968.41943359375,36,28
legs1_duration,1796.0,64,9.735846519470215,58,9364.001953125,28,28
days_between_departure_arrival,4539.0,29,11.665610313415527,39,4926.4306640625,51,29
legs1_segments0_operatingCarrier_code,662.0,75,11.875762939453125,36,8939.025390625,29,29
legs1_main_carrier,143.0,91,10.984502792358398,44,8306.958984375,30,30
all_view_norm,2659.0,46,13.310149192810059,31,5541.30126953125,43,31
all_flight_view_count_rank,4243.0,31,7.370495796203613,88,1794.4622802734375,97,31
legs0_segments0_aircraft_code,4216.0,32,8.326727867126465,73,3871.42822265625,69,32
total_duration,4171.0,33,10.809530258178711,46,2198.498779296875,91,33
