feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
price_from_median_zscore,18431.0,0,12.312952995300293,24,3365.605224609375,48,0
total_is_min_transfers,288.0,53,2355.816162109375,0,191058.890625,0,0
total_num_transfers_rank,224.0,55,657.984375,1,72206.546875,2,1
price_per_duration,18387.0,1,10.296998023986816,30,3710.260009765625,45,1
legs0_segments0_operatingCarrier_code_in_ff,1127.0,43,17.312721252441406,15,97523.921875,1,1
companyID,17840.0,2,8.58328914642334,42,2979.533935546875,51,2
legs0_num_transfers_rank,396.0,51,142.78782653808594,2,45007.59765625,5,2
price_per_duration_rank,16924.0,3,7.908160209655762,45,3764.025390625,44,3
has_access_tp,1488.0,40,43.19346618652344,3,50512.296875,3,3
price_percentile,16717.0,4,15.045247077941895,18,9348.8896484375,18,4
has_baggage,111.0,58,40.209712982177734,4,11472.4560546875,12,4
pricingInfo_isAccessTP,323.0,52,28.327163696289062,7,45828.93359375,4,4
days_before_departure,16520.0,5,6.543456554412842,55,2602.602294921875,55,5
legs0_segments0_cabinClass,214.0,56,39.64167022705078,5,28868.287109375,6,5
legs0_segments0_flightNumber,15642.0,6,8.715031623840332,41,6900.90576171875,25,6
legs0_segments0_baggageAllowance_quantity,1970.0,37,38.51868438720703,6,16317.6181640625,8,6
legs0_max_duration_cabin,226.0,54,15.556800842285156,17,24744.205078125,7,7
price_per_fee_rank,14550.0,7,7.127254486083984,52,2758.209228515625,54,7
legs0_mean_cabin,420.0,50,27.313005447387695,8,10414.74609375,15,8
legs0_arrivalAt_hour,14328.0,8,8.41527271270752,44,3536.97998046875,47,8
both_legs_carrier_all_same,464.0,48,26.3741397857666,9,14498.806640625,9,9
price_per_fee,14187.0,9,13.021963119506836,23,4750.1142578125,35,9
price_minus_fee_rank,14176.0,10,6.863064765930176,53,2873.93359375,52,10
legs1_max_duration_cabin,99.0,59,5.9235382080078125,58,14400.9794921875,10,10
total_weighted_mean_cabin,807.0,44,21.34247398376465,10,7532.8134765625,21,10
legs0_departureAt_hour,13685.0,11,9.324796676635742,36,5113.0146484375,33,11
is_popular_route,569.0,45,20.946636199951172,11,13005.7763671875,11,11
price_per_tax,13137.0,12,6.761346817016602,54,1850.49267578125,58,12
baggage_total,1839.0,38,18.96579933166504,12,6996.38232421875,24,12
totalPrice_rank,12955.0,13,11.010950088500977,26,4676.32177734375,36,13
legs1_segments0_baggageAllowance_quantity,520.0,47,10.776537895202637,27,11323.71875,13,13
total_fees,3552.0,35,18.038232803344727,13,5194.5693359375,31,13
isVip,1290.0,42,17.69704818725586,14,5690.4765625,29,14
miniRules1_monetaryAmount,2502.0,36,15.981958389282227,16,11252.662109375,14,14
log_price,11784.0,14,7.503465175628662,50,3253.674072265625,49,14
duration_ratio,11732.0,15,7.711828708648682,46,3893.338623046875,42,15
corporateTariffCode,8135.0,22,11.505372047424316,25,10019.455078125,16,16
price_minus_fee,9759.0,16,7.689262866973877,48,3862.061767578125,43,16
legs0_duration,9432.0,17,14.54926872253418,20,9451.3515625,17,17
taxes,9237.0,18,8.90975284576416,38,3554.925537109375,46,18
total_duration,9192.0,19,9.175705909729004,37,3102.654052734375,50,19
unmatched_duration_rank,6508.0,29,14.706520080566406,19,7419.1044921875,22,19
legs1_departureAt_hour,7651.0,25,10.674113273620605,28,8393.373046875,19,19
legs1_departureAt_day_period,533.0,46,9.468676567077637,35,8050.25439453125,20,20
legs1_segments0_flightNumber,8993.0,20,8.48501205444336,43,5883.599609375,28,20
legs0_segments0_marketingCarrier_code,3712.0,33,14.447583198547363,21,7228.0283203125,23,21
total_duration_rank,8374.0,21,13.674025535583496,22,5323.07177734375,30,21
legs0_segments0_aircraft_code,7918.0,23,7.71120023727417,47,2784.841552734375,53,23
legs1_arrivalAt_hour,7891.0,24,8.726829528808594,40,3906.050537109375,41,24
legs1_weighted_mean_cabin,210.0,57,5.27325963973999,59,6724.58251953125,26,26
legs0_segments0_duration_rank,7176.0,26,7.553783416748047,49,2479.8505859375,57,26
legs1_segments0_operatingCarrier_code,1522.0,39,9.591930389404297,34,6641.82666015625,27,27
legs0_segments0_seatsAvailable,7104.0,27,6.020072937011719,57,4618.04931640625,37,27
legs0_departureAt_weekday,6576.0,28,7.343863010406494,51,2544.20751953125,56,28
baggage_total_rank,3596.0,34,10.422192573547363,29,5109.75634765625,34,29
days_between_departure_arrival,6420.0,30,9.86429214477539,32,4214.13720703125,40,30
tax_rate,6196.0,31,8.878372192382812,39,4283.77001953125,39,31
legs1_arrivalAt_day_period,457.0,49,9.958362579345703,31,4611.2275390625,38,31
legs1_main_carrier,1468.0,41,9.750136375427246,33,5165.775390625,32,32
legs1_segments0_seatsAvailable,3848.0,32,6.306631565093994,56,1800.6458740234375,59,32
