feature,weight_rank,weight_rank_pos,gain_rank,gain_rank_pos,cover_rank,cover_rank_pos,min_rank
price_from_median_zscore,12356.0,0,15.275482177734375,28,4245.65576171875,75,0
total_is_min_transfers,227.0,102,3011.57373046875,0,286328.25,0,0
total_num_transfers_rank,129.0,109,1076.79931640625,1,127744.703125,1,1
companyID,12014.0,1,9.258480072021484,79,3572.653564453125,86,1
has_access_tp,1098.0,78,54.97343444824219,3,75419.34375,2,2
price_percentile,11882.0,2,17.257795333862305,23,11738.328125,24,2
pricingInfo_isAccessTP,246.0,99,61.22991180419922,2,62300.13671875,3,2
price_per_duration,11758.0,3,13.131829261779785,37,4595.92041015625,73,3
legs0_segments0_cabinClass,137.0,108,48.90898895263672,4,28486.546875,7,4
price_per_duration_rank,11056.0,4,9.189531326293945,80,4629.99951171875,72,4
legs0_max_duration_cabin,100.0,112,15.49281120300293,27,50170.56640625,4,4
legs0_mean_cabin,224.0,103,45.0426025390625,5,21310.92578125,13,5
legs0_weighted_mean_cabin,93.0,113,36.074058532714844,8,32637.294921875,5,5
days_before_departure,10664.0,5,7.413658142089844,110,2174.191162109375,104,5
legs0_segments0_baggageAllowance_quantity,1465.0,70,44.40202331542969,6,21806.76953125,11,6
legs0_segments0_operatingCarrier_code_in_ff,322.0,96,9.933318138122559,71,30718.283203125,6,6
legs0_segments0_flightNumber,10191.0,6,8.724762916564941,82,8604.751953125,30,6
legs0_arrivalAt_hour,9517.0,7,10.126850128173828,65,4216.7744140625,76,7
both_legs_carrier_all_same,230.0,101,41.212703704833984,7,23330.853515625,10,7
isAccess3D,237.0,100,17.241548538208008,24,25052.310546875,8,8
price_per_fee_rank,9254.0,8,7.589925765991211,103,1890.8824462890625,110,8
has_baggage,78.0,114,34.39188766479492,9,14951.7099609375,16,9
leg1_view_diff_mean,3549.0,34,10.323331832885742,62,24570.22265625,9,9
price_minus_fee_rank,9233.0,9,7.509220600128174,107,1980.73193359375,107,9
miniRules1_monetaryAmount,1304.0,74,30.208995819091797,10,18687.447265625,14,10
totalPrice_rank,9181.0,10,13.050078392028809,39,5837.7626953125,52,10
legs0_departureAt_hour,9178.0,11,10.908936500549316,57,6515.3193359375,43,11
miniRules1_statusInfos,465.0,93,28.02481460571289,11,7195.51806640625,38,11
legs1_segments0_cabinClass,16.0,119,12.023625373840332,44,21692.2734375,12,12
price_per_fee,9169.0,12,17.519563674926758,22,5960.67138671875,49,12
leg0_flight_view_count,3383.0,40,25.835081100463867,12,9369.4462890625,28,12
isVip,865.0,85,25.324493408203125,13,8573.517578125,31,13
price_per_tax,8925.0,13,7.570650577545166,104,2081.515380859375,105,13
baggage_total,1066.0,80,24.737457275390625,14,9059.69140625,29,14
log_price,7336.0,14,7.948704242706299,96,3739.995361328125,83,14
leg0_view_diff_mean,6688.0,15,9.53657341003418,74,13931.4248046875,19,15
total_fees,1591.0,62,24.12303352355957,15,8331.6689453125,33,15
legs1_max_duration_cabin,31.0,117,8.253805160522461,92,17900.380859375,15,15
all_view_diff_mean,5839.0,16,9.712567329406738,72,6151.06005859375,47,16
legs0_segments0_marketingCarrier_code,215.0,104,21.13987922668457,16,6338.60546875,44,16
price_minus_fee,5831.0,17,8.48757553100586,85,4694.09326171875,70,17
legs1_segments0_key_view_count,1841.0,57,13.638050079345703,34,14860.91015625,17,17
total_weighted_mean_cabin,486.0,91,19.80478858947754,17,12618.3037109375,21,17
unmatched_duration_rank,4264.0,26,18.48839569091797,18,6206.10107421875,46,18
legs0_duration,4131.0,28,17.814817428588867,20,14365.12109375,18,18
duration_ratio,5688.0,18,8.704910278320312,83,4752.46435546875,68,18
miniRules0_statusInfos,196.0,105,18.193586349487305,19,4581.06201171875,74,19
corporateTariffCode,5450.0,19,13.821337699890137,32,12346.7197265625,23,19
legs0_segments0_seatsAvailable,5337.0,20,6.149991512298584,116,2552.9833984375,100,20
legs0_segments0_operatingCarrier_code,1141.0,77,13.353899955749512,35,13583.2783203125,20,20
legs0_main_carrier,1551.0,64,17.729835510253906,21,6589.75927734375,42,21
legs1_departureAt_hour,5248.0,21,13.063116073608398,38,10971.802734375,25,21
legs1_segments0_flightNumber,5226.0,22,7.877531051635742,98,3303.588623046875,89,22
legs1_segments0_baggageAllowance_quantity,298.0,97,12.970996856689453,40,12377.203125,22,22
legs1_arrivalAt_hour,4883.0,23,10.16270637512207,64,5122.98974609375,61,23
taxes,4700.0,24,9.970023155212402,70,4645.7734375,71,24
